tcga,printable,input_csv,output_csv,method,task,model,seed,missing_before,missing_after,repaired,log
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_140723.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_140723.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,36,25,11,ok
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_095649.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_095649.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,67,27,40,ok
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_130518.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_130518.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,45,13,32,ok
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_085627.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_085627.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,194,116,78,ok
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_120220.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_120220.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,31,10,21,ok
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_074557.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BLCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_074557.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,158,85,73,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_014126.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_014126.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,269,106,163,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_150326.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_150326.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,71,25,46,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_133732.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_133732.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,172,62,110,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_215249.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_215249.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,112,38,74,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_105936.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_105936.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,178,55,123,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_193536.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_193536.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,200,100,100,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_080903.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_080903.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,133,47,86,ok
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_170159.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/BRCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250909_170159.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,177,80,97,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_222204.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_222204.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,13,3,10,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_184840.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_184840.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,185,140,45,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_235227.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_235227.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,19,4,15,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_213329.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_213329.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,183,148,35,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_232506.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_232506.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,35,7,28,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_203447.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_203447.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,192,154,38,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_225756.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_225756.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,37,12,25,ok
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_195102.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CESC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250910_195102.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,161,90,71,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_005610.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_005610.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,9,4,5,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_002733.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_002733.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_014251.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_014251.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,3,2,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_004202.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_004202.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,10,2,8,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_012108.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_012108.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,13,3,10,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_003659.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_003659.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,20,6,14,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_010833.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_010833.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,8,0,8,ok
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_003155.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/CHOL_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_003155.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,9,1,8,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_055245.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_055245.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,31,10,21,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_014544.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_014544.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,33,7,26,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_092804.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_092804.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,24,8,16,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_051755.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_051755.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,22,8,14,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_090109.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_090109.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,66,26,40,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_043142.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_043142.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,99,38,61,ok
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_074615.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_074615.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,39,22,17,ok
