tcga,printable,dataset,task,method,context_json,model,seed,train_fraction,computed_train_size,edit_threshold,results_csv,log_file
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BLCA_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BLCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004550.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004550.log
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BLCA_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BLCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004641.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004641.log
BLCA,Bladder Urothelial Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BLCA_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BLCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004720.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BLCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_004720.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_012738.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_012738.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_013832.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_013832.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_014814.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_014814.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_014917.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_014917.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015022.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015022.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015124.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015124.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015236.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_015236.log
BRCA,Breast Invasive Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/BRCA_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_BRCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_020322.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/BRCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_020322.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_020422.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_020422.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_021508.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_021508.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_023414.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_023414.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024512.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024512.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024653.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024653.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024757.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_024757.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025759.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025759.log
CESC,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CESC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CESC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025854.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CESC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025854.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025952.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_025952.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030046.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030046.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030206.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030206.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030309.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030309.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030403.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030403.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030455.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030455.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030553.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030553.log
CHOL,Cholangiocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/CHOL_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_CHOL.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030651.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/CHOL_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030651.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030729.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030729.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030821.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030821.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030905.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030905.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030950.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_030950.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_031103.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_031103.log
